θ1,δ,permanent,θlo,θhi,wedge,oldWeight,youngWeight,old_ee,young_ee,dlnh_ee,dlns_ee,dlnR1_ee,dτ1_ee,old_full,young_full,dlnh_full,dlns_full,dlnR1_full,dτ1_full,young_full_i0,young_full_i1,young_full_i2,young_resplit,young_resplit_i0,young_resplit_i1,young_resplit_i2,young_aggregate,old_h,total_ee,ratio_ee,ω,young_size,old_size,total_full,ratio,ωNeeded,G_old,G_young,G,epsNeeded,pNeeded_phi25,pNeeded_phi50,pNeeded_phi75,label,preferences,θBase,seq_old,seq_G,seq_epsNeeded,seq_pNeeded_phi50,τBase,ν,wedgePhi,wedgeP,seq_old_i0,seq_old_i1,seq_old_i2,country,ρ
0.0,0.05,False,0.0,0.05,False,1.323758856595369,0.7658368379901956,0.28503367854678274,-1.7484934699244354,0.0350079069534559,-0.017400532319884476,0.011147591175146854,0.0,0.31891710268543744,-2.3663337727518856,0.03917233155055433,0.013754515198467487,-0.0014022657047663145,-0.028963012260962984,-2.454793468396729,-0.1013400450668,0.1897997407116432,-1.5504108896866022,-1.7835269187491183,0.00023195102439989035,0.2328840780381161,-0.1980825802378332,0.28503367854678274,-1.4634597913776526,0.1630167246544541,2.315633014566894,-0.6178403028274502,0.033883424138654694,-2.0474166700664482,0.1347726624019563,17.18177094150276,0.0,4.698232729575796,4.698232729575796,0.31149154918721716,,,,US ρ=0.5,CRRA,0.7382263650417816,-1.8041415626918191,3.3030045059013027,0.5462122620385335,0.9395029916091364,0.14428571428572035,1.339667762739423,,,-1.992439337528655,0.00021236405296311232,0.18808541078387284,US,0.5
0.5,0.05,False,0.45,0.55,False,1.323758856595369,0.7658368379901956,0.2557738634020447,-2.0268545678614096,0.03176429333819451,-0.019229783908443203,0.01231949912474328,0.0,0.2434761985021744,-3.0456634528723776,0.030254939991629638,0.04332237443187113,-0.014618487028480448,-0.052630502614170994,-2.993554815549431,-0.16360145580378624,0.11149281848083989,-1.8006943035693408,-2.0170026059609087,0.00023266377556853082,0.2160756386159992,-0.2261602642920688,0.2557738634020447,-1.7710807044593648,0.12619250905205243,2.315633014566894,-1.018808885010968,-0.01229766489987033,-2.802187254370203,0.07994192472991427,28.966440605355906,0.09482133706317926,4.372012675347032,4.466834012410212,0.39649575057832204,0.2783958960773553,0.4735121907211073,,US ρ=0.5,CRRA,0.7382263650417816,-1.8041415626918191,3.3030045059013027,0.5462122620385335,0.9395029916091364,0.14428571428572035,1.339667762739423,,,-1.992439337528655,0.00021236405296311232,0.18808541078387284,US,0.5
0.7382263650417816,0.05,False,0.6882263650417816,0.7882263650417817,False,1.323758856595369,0.7658368379901956,0.2428536605534033,-2.181926617851373,0.030316227668164525,-0.019996968330442382,0.01281099571338483,0.0,0.1943037556807009,-3.4670730369358105,0.02425509719721717,0.0688045823158045,-0.02669313104510238,-0.07103933091071234,-3.305385649995002,-0.214699675955787,0.05301228901497829,-1.9427015734460409,-2.151314216870459,0.0002330472267182885,0.20837959619770008,-0.2392250444053321,0.2428536605534033,-1.9390729572979697,0.11130239604141712,2.315633014566894,-1.2851464190844375,-0.04854990487270239,-3.2727692812551097,0.05604259085710696,41.319164213358995,0.13289661182460935,4.162990451099287,4.295887062923896,0.4513789419729728,0.4609726886494593,0.7518522230497864,2.4116154126843505,US ρ=0.5,CRRA,0.7382263650417816,-1.8041415626918191,3.3030045059013027,0.5462122620385335,0.9395029916091364,0.14428571428572035,1.339667762739423,,,-1.992439337528655,0.00021236405296311232,0.18808541078387284,US,0.5
1.0,0.05,False,0.95,1.0,False,1.323758856595369,0.7658368379901956,0.23100550353258542,-2.3483751692528307,0.028979310676444634,-0.020674963445914667,0.013245353699384831,0.0,0.12814235656165818,-3.961368169811857,0.016050599112285,0.10676455261741315,-0.045287148784398615,-0.0968109455780313,-3.636583484311455,-0.2924167353275203,-0.03236795017288148,-2.096714144026334,-2.2981121842494683,0.00023344302263616303,0.20116459720049817,-0.2516610252264968,0.23100550353258542,-2.117369665720245,0.09836822776749217,2.315633014566894,-1.612993000559026,-0.10286314697092724,-3.8332258132501984,0.032348004797479915,71.58503373127033,0.1703103862522753,3.8866328303073816,4.056943216559657,0.5219125712870597,0.6958834283827463,1.0438251425741196,2.087650285148239,US ρ=0.5,CRRA,0.7382263650417816,-1.8041415626918191,3.3030045059013027,0.5462122620385335,0.9395029916091364,0.14428571428572035,1.339667762739423,,,-1.992439337528655,0.00021236405296311232,0.18808541078387284,US,0.5
0.0,0.001,False,0.0,0.001,False,0.8309832023864432,0.7658368379901956,0.01938578338467157,-0.053997773866317975,0.03332675821171582,-0.013000295000509254,0.00834881330247228,0.0,0.02226531370448433,-0.09494475482884224,0.03827705652159619,0.020126161840217094,-0.004181512950007793,-0.03470319253945364,-0.11463159917775938,-0.008830297833288741,0.028517142182205888,-0.04133213486436329,-0.07614979221787016,1.718098047685025e-05,0.03480047637303003,-0.012665639001954686,0.01938578338467157,-0.034611990481646406,0.3590107887163063,1.45362739475499,-0.04094698096252426,0.0028795303198127613,-0.07267944112435791,0.23450809625684127,6.198623492994151,0.0,0.2511733634892706,0.2511733634892706,0.1378011983469136,,,,US ρ=1.0,LOG,0.7382263650417814,-0.058372582106156035,0.22291764402054923,0.26185716416765586,0.41239449482086854,0.14428571428571393,1.339667762739423,,,-0.09575538819321668,1.9606653759393404e-05,0.03736319943330124,US,1.0
0.5,0.001,False,0.499,0.501,False,0.8309832023864432,0.7658368379901956,0.01765228338085762,-0.061457246400507204,0.030346639516426438,-0.014438888512380276,0.00927268069611519,0.0,0.016640035220396164,-0.1229688241174077,0.028606449345713856,0.04642358671835818,-0.015576888477752945,-0.05819727257352909,-0.1258859545014763,-0.01330191513076445,0.016219045514833053,-0.04739004601306351,-0.08087540818906755,1.718041493250704e-05,0.03346818176107153,-0.014067200387443697,0.01765228338085762,-0.04380496301964958,0.28722867382994133,1.45362739475499,-0.061511577716900495,-0.001012248160461457,-0.10632878889701153,0.13531913751170505,10.74221593105596,0.0069991641219678095,0.2335155908711797,0.2405147549931475,0.18213004445776154,0.12414784578711688,0.19533345013910733,0.46928175344031803,US ρ=1.0,LOG,0.7382263650417814,-0.058372582106156035,0.22291764402054923,0.26185716416765586,0.41239449482086854,0.14428571428571393,1.339667762739423,,,-0.09575538819321668,1.9606653759393404e-05,0.03736319943330124,US,1.0
0.7382263650417814,0.001,False,0.7372263650417814,0.7392263650417814,False,0.8309832023864432,0.7658368379901956,0.016915401070433427,-0.06509495598244523,0.029079840125040255,-0.015024901375060282,0.009649019231672265,0.0,0.013287125130131115,-0.13684257540693076,0.022842347804585807,0.06403078664063416,-0.023810572823967903,-0.0721537794392129,-0.12892441397816048,-0.01604345148608911,0.008125290057318818,-0.05045682793005273,-0.08334206248565952,1.7180145220743195e-05,0.032868054410386045,-0.0146381280523925,0.016915401070433427,-0.048179554912011806,0.2598573240451251,1.45362739475499,-0.07174761942448553,-0.003628275940302312,-0.12355545027679965,0.09709788850888693,14.970741558627674,0.00990255996573851,0.2233388907404931,0.23324145070623162,0.2065651485451191,0.2066119854292118,0.32056583556549223,0.7220555667709541,US ρ=1.0,LOG,0.7382263650417814,-0.058372582106156035,0.22291764402054923,0.26185716416765586,0.41239449482086854,0.14428571428571393,1.339667762739423,,,-0.09575538819321668,1.9606653759393404e-05,0.03736319943330124,US,1.0
1.0,0.001,False,0.999,1.0,False,0.8309832023864432,0.7658368379901956,0.01616480293489539,-0.06917744336106188,0.027789461392868618,-0.015604099766530752,0.010020981501379636,0.0,0.00878699864074689,-0.15189385741705155,0.015106027612787884,0.08815531816619418,-0.035644528194489454,-0.08970101625010987,-0.128940980984207,-0.019707782127028877,-0.0032450943058156784,-0.05397502717965472,-0.08622634338248451,1.717984942536991e-05,0.03223413635340442,-0.015202416181407157,0.01616480293489539,-0.05301264042616649,0.23367158642341676,1.45362739475499,-0.08271641405598967,-0.007377804294148499,-0.14310685877630466,0.05784959833247651,25.12770073874359,0.012817675805663335,0.21080232666280072,0.22362000246846406,0.2370657358061812,0.316087647741575,0.4741314716123624,0.9482629432247249,US ρ=1.0,LOG,0.7382263650417814,-0.058372582106156035,0.22291764402054923,0.26185716416765586,0.41239449482086854,0.14428571428571393,1.339667762739423,,,-0.09575538819321668,1.9606653759393404e-05,0.03736319943330124,US,1.0
0.0,0.001,False,0.0,0.001,False,1.17437513313719,0.8007324688201688,0.03122200571305225,-0.052234182914556435,0.03798008323374624,-0.014815946007384895,0.009514827711276652,0.0,0.035794167347640626,-0.0887158364417853,0.04354190014721482,0.01493547663056205,-0.0007610414337611004,-0.03301493408774947,-0.10169781176622092,-0.008251844077587922,0.02123381940202354,-0.03714191629682105,-0.0638779975048165,-3.0898812473869386e-05,0.02676698002046932,-0.015092266617735384,0.03122200571305225,-0.021012177201504185,0.59773129339698,1.418057102915061,-0.03648165352722886,0.004572161634588377,-0.05292166909414467,0.4034698739624521,3.514654239208524,0.0,0.2801848970635184,0.2801848970635184,0.07499396798943338,,,,FR ρ=1.0,LOG,1.0,-0.08096235912108862,0.38971457223449457,0.20774783620965778,0.4154956724193156,0.2128571428571428,0.9668838626647813,,,-0.12610484484582551,-5.615665518075688e-05,0.045198642379917636,FR,1.0
0.5,0.001,False,0.499,0.501,False,1.17437513313719,0.8007324688201688,0.02807376142334967,-0.05773872308744197,0.03415039396731376,-0.016657870432812402,0.010697714956819917,0.0,0.02823102512069546,-0.10415444680407805,0.0343416977665045,0.028582772630958406,-0.0063046694446233734,-0.04628819658297752,-0.10825031699777235,-0.010651329090349668,0.014747199284043977,-0.04077017957747544,-0.06652366848701706,-3.0900670691458404e-05,0.02578438958023308,-0.01696854350996653,0.02807376142334967,-0.0296649616640923,0.4862206838352413,1.418057102915061,-0.04641572371663608,0.00015726369734579,-0.07592342168338259,0.2710496381762752,5.231724758816456,0.010725628543128465,0.2628480289381816,0.2735736574813101,0.10843500773139658,0.07323104486438972,0.11284611196068975,0.24728079765337208,FR ρ=1.0,LOG,1.0,-0.08096235912108862,0.38971457223449457,0.20774783620965778,0.4154956724193156,0.2128571428571428,0.9668838626647813,,,-0.12610484484582551,-5.615665518075688e-05,0.045198642379917636,FR,1.0
